Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
Toyota,2013,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,Rear,Premium,103706.0,Orange / Grey,"Croydon, NSW",4 cyl,Coupe,2,4,24990.0,2.5,7.1,100.0
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,Front,Premium,126532.0,Gold / Black,"Cabramatta, NSW",4 cyl,Hatchback,5,5,13990.0,1.4,5.2,100.0
Mitsubishi,2013,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,Front,Unleaded,73421.0,Grey / Black,"Brookvale, NSW",4 cyl,Hatchback,5,5,16990.0,2.5,7.3,100.0
Toyota,2009,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,Front,Unleaded,155135.0,White / Black,"Minchinbury, NSW",4 cyl,Sedan,4,5,10995.0,2.4,9.9,100.0
Hyundai,2013,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,Front,Unleaded,123330.0,Grey / Black,"Brookvale, NSW",4 cyl,Hatchback,5,5,12990.0,1.4,6.4,100.0
Mitsubishi,2014,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,Front,Unleaded,44249.0,Silver / Black,"Arncliffe, NSW",4 cyl,Hatchback,5,5,18990.0,2.4,8.9,100.0
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,Front,Unleaded,27100.0,Silver / Cloth,"Darlinghurst, NSW",4 cyl,Hatchback,5,5,23999.0,1.5,4.9,100.0
Mazda,2009,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,70661.0,White / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,14995.0,2.5,8.2,100.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,215100.0,White / -,"Eastern Creek, NSW",4 cyl,Ute / Tray,4,5,18995.0,2.5,9.3,100.0
Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,Front,Premium,155036.0,Black / Black,"Castle Hill, NSW",4 cyl,Hatchback,5,5,14990.0,1.4,5.4,100.0
BMW,2012,M135I,Hatchback,2012 BMW M135I,USED,Automatic,Rear,Premium,67678.0,Grey / Black Leather,"Rydalmere, NSW",6 cyl,Hatchback,5,5,29950.0,2.5,7.5,100.0
Holden,2015,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,Rear,Unleaded,133934.0,White / Black,"Homebush, NSW",6 cyl,Wagon,4,5,22999.0,3.6,9.8,100.0
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,Front,Premium,174915.0,Silver / -,"Cabramatta, NSW",4 cyl,Hatchback,5,5,14990.0,2.5,8.0,100.0
Holden,2014,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,117000.0,Silver / -,"Windsor, NSW",4 cyl,Sedan,4,5,7888.0,1.8,7.4,100.0
Hyundai,2018,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,Rear,Diesel,190176.0,Grey / Grey,"Cabramatta, NSW",4 cyl,Wagon,4,8,27990.0,2.5,8.8,100.0
Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,231675.0,White / -,"Smithfield, NSW",4 cyl,Ute / Tray,4,5,19800.0,2.5,9.1,100.0
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,Rear,Premium,23332.0,Black / -,"Sylvania, NSW",4 cyl,Sedan,4,5,67988.0,2.5,6.4,100.0
Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,Front,Premium,130647.0,White / Black,"Blacktown, NSW",4 cyl,Wagon,4,5,21880.0,1.4,5.6,100.0
Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,Front,Premium,47307.0,White / Black,"Carlton, NSW",4 cyl,SUV,4,5,41888.0,1.4,7.2,100.0
Nissan,2005,Elgrand,Nippon Motors,2005 Nissan Elgrand Highway Star,USED,Automatic,Other,Unleaded,69619.0,Black / Black,"Ingleburn, NSW",4 cyl,Commercial,4,5,17900.0,2.5,7.7,100.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,Other,Unleaded,128647.0,Silver / Beige,"Ingleburn, NSW",4 cyl,Commercial,4,5,18900.0,2.5,7.7,100.0
Subaru,2016,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Premium,74983.0,Silver / Black,"North Narrabeen, NSW",4 cyl,SUV,4,5,29990.0,2.5,7.3,100.0
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,Front,Premium,102496.0,Black / Grey,"Leichhardt, NSW",4 cyl,Hatchback,5,5,7920.0,2.3,8.8,100.0
Hyundai,2015,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,Front,Unleaded,84924.0,Silver / Black,"Homebush, NSW",4 cyl,Hatchback,5,5,14999.0,1.6,6.4,100.0
Land,2013,Rover,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,4WD,Diesel,159558.0,White / Black,"Glebe, NSW",6 cyl,SUV,4,5,38950.0,2.5,8.8,100.0
Mercedes-Benz,2014,B-Class,CBP Motors,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,Front,Premium,98296.0,Black / -,"Five Dock, NSW",4 cyl,Hatchback,4,5,16999.0,2.5,7.7,100.0
Ford,2013,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,Front,Unleaded,67590.0,Silver / Black,"Leichhardt, NSW",4 cyl,Hatchback,5,5,12990.0,1.6,6.6,100.0
Kia,2017,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,AWD,Unleaded,65502.0,White / Black,"Ryde, NSW",4 cyl,SUV,4,5,29990.0,2.4,8.5,100.0
Porsche,2010,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,AWD,Premium,193271.0,White / Black,"Haberfield, NSW",8 cyl,SUV,4,5,29990.0,4.8,10.5,100.0
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,Rear,Premium,23481.0,White / Black,"Blacktown, NSW",6 cyl,Coupe,2,2,214880.0,3.8,10.3,100.0
Ford,2007,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,AWD,Unleaded,173839.0,White / -,"Penrith, NSW",6 cyl,SUV,4,5,8950.0,2.5,12.2,100.0
Suzuki,2017,Swift,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,Front,Premium,55794.0,Yellow / Black,"Blacktown, NSW",4 cyl,Hatchback,4,5,26280.0,2.5,7.7,100.0
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,4WD,Diesel,258936.0,White / Black,"Blacktown, NSW",4 cyl,Ute / Tray,4,5,21290.0,2.3,7.0,100.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,Other,Unleaded,106208.0,Blue / Beige,"Ingleburn, NSW",4 cyl,Commercial,4,5,22900.0,2.5,7.7,100.0
Daihatsu,2019,Hijet,"02 **** ****
",2019 Daihatsu Hijet,USED,Automatic,Other,Unleaded,19730.0,Green / Grey,"West Ryde, NSW",4 cyl,SUV,4,5,33888.0,2.5,7.7,100.0
Toyota,2013,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,AWD,Diesel,292134.0,Grey / Black Leather,"Bankstown, NSW",4 cyl,SUV,4,5,14995.0,2.2,6.5,100.0
Toyota,2008,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,251000.0,White / Grey,"Blacktown, NSW",4 cyl,Ute / Tray,4,5,21290.0,2.5,9.5,100.0
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,Front,Unleaded,130242.0,Brown / Black,"Liverpool, NSW",4 cyl,Hatchback,5,5,16388.0,2.5,5.8,100.0
Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,Front,Unleaded,35024.0,White / Grey,"Castle Hill, NSW",4 cyl,SUV,4,5,26990.0,1.6,7.2,100.0
BMW,2015,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,AWD,Diesel,44145.0,White / -,"Campbelltown, NSW",4 cyl,SUV,4,5,32000.0,2.5,5.1,100.0
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,Rear,Premium,29567.0,Black / -,"Sylvania, NSW",4 cyl,Sedan,4,5,67988.0,2.5,6.4,100.0
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,Front,Premium,223898.0,Black / -,"Punchbowl, NSW",4 cyl,Hatchback,5,5,7600.0,2.3,8.9,100.0
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,Front,Unleaded,155244.0,White / -,"Minchinbury, NSW",4 cyl,Hatchback,3,4,17990.0,1.6,6.4,100.0
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,149988.0,Grey / -,"Pendle Hill, NSW",4 cyl,Sedan,4,5,19950.0,2.5,7.9,100.0
Mitsubishi,2011,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,Front,Unleaded,205373.0,Red / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,9990.0,2.5,7.3,100.0
BMW,2020,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,Rear,Premium,2858.0,White / Black,"Sylvania, NSW",6 cyl,Coupe,2,4,129988.0,2.5,8.8,100.0
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,Front,Unleaded,201011.0,Grey / Black,"Penrith, NSW",4 cyl,Hatchback,5,5,7999.0,1.4,6.2,100.0
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,Other,Unleaded,165589.0,Black / Beige,"Ingleburn, NSW",4 cyl,Commercial,4,5,19900.0,2.5,7.7,100.0
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,Front,Premium,57217.0,Silver / Black,"Homebush, NSW",3 cyl,Hatchback,5,5,16990.0,1.2,5.1,100.0
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,Front,Unleaded,83147.0,Blue / -,"Blacktown, NSW",4 cyl,SUV,4,5,17888.0,1.4,6.9,100.0
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,204000.0,White / -,"Eastern Creek, NSW",4 cyl,Ute / Tray,4,5,18995.0,2.5,9.3,100.0
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,AWD,Unleaded,122077.0,Red / -,"Sylvania, NSW",4 cyl,SUV,4,5,16857.0,2.5,7.2,100.0
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,Front,Unleaded,60581.0,Blue / Black,"Castle Hill, NSW",4 cyl,SUV,4,5,22990.0,2.5,6.1,100.0
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,259488.0,White / -,"Campbelltown, NSW",4 cyl,Ute / Tray,2,2,13950.0,2.5,9.8,100.0
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,Front,Unleaded,186954.0,Grey / -,"Haberfield, NSW",4 cyl,SUV,4,7,12990.0,2.4,9.0,100.0
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,Front,Unleaded,21350.0,Red / -,"Blacktown, NSW",4 cyl,Hatchback,5,5,22990.0,2.5,7.1,100.0
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,AWD,Premium,47926.0,White / Black,"Castle Hill, NSW",5 cyl,Hatchback,5,5,59990.0,2.5,8.1,100.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,Rear,Diesel,88861.0,White / -,"Mcgraths Hill, NSW",4 cyl,Ute / Tray,2,2,21880.0,2.5,8.0,100.0
Jeep,2007,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Diesel,199000.0,- / -,"Strathfield, NSW",6 cyl,SUV,4,5,10990.0,2.5,16.0,100.0
Mercedes-Benz,2018,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,Rear,Hybrid,72540.0,Blue / Black,"Blacktown, NSW",4 cyl,Sedan,4,4,39990.0,2.5,6.5,100.0
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,Front,Hybrid,87043.0,Blue / -,"Wollongong, NSW",4 cyl,Hatchback,5,5,39990.0,1.8,4.2,100.0
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,254121.0,White / Grey,"Cabramatta, NSW",5 cyl,Ute / Tray,4,5,21990.0,3.2,9.4,100.0
Honda,2008,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,Front,Premium,165450.0,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback,3,4,18990.0,2.5,9.3,100.0
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,Front,Unleaded,15087.0,White / -,"Banksia, NSW",4 cyl,SUV,4,5,39990.0,1.5,7.3,100.0
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,159056.0,White / -,"Campbelltown, NSW",4 cyl,Ute / Tray,4,5,21990.0,2.5,10.5,100.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,97295.0,White / -,"Wollongong, NSW",4 cyl,SUV,4,5,31990.0,2.5,6.8,100.0
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,83095.0,Red / -,"Campbelltown, NSW",4 cyl,SUV,4,5,26990.0,2.5,7.4,100.0
Toyota,2015,HiAce,Nippon Motors,2015 Toyota HiAce GL,USED,Automatic,Rear,Unleaded,167379.0,White / Black,"Ingleburn, NSW",4 cyl,Commercial,4,5,32900.0,2.5,7.7,100.0
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,192988.0,White / -,"Five Dock, NSW",4 cyl,Ute / Tray,4,5,28999.0,2.5,7.7,100.0
Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,Front,Diesel,105663.0,Blue / -,"Campbelltown, NSW",4 cyl,Hatchback,5,5,22500.0,1.8,4.6,100.0
Toyota,2007,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,Rear,Unleaded,222603.0,White / Grey,"Croydon, NSW",4 cyl,Commercial,4,3,17990.0,2.7,11.6,100.0
Ford,2020,Puma,SUV,2020 Ford Puma,USED,Automatic,Front,Premium,22300.0,Blue / -,"Smithfield, NSW",3 cyl,SUV,5,5,27800.0,2.5,5.3,100.0
Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,Front,Unleaded,11824.0,Grey / -,"Wollongong, NSW",4 cyl,Hatchback,5,5,29990.0,1.5,5.2,100.0
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,250318.0,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,10990.0,1.8,7.7,100.0
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Premium,39967.0,White / Black,"Castle Hill, NSW",6 cyl,SUV,4,5,34800.0,3.6,10.4,100.0
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,38341.0,Blue / Grey,"Granville, NSW",4 cyl,SUV,4,5,28984.0,2.5,7.9,100.0
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,Front,Unleaded,7528.0,Silver / Black,"Castle Hill, NSW",4 cyl,Sedan,4,5,32990.0,2.5,8.3,100.0
Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,Front,Unleaded,94385.0,Silver / Black,"Homebush, NSW",4 cyl,Sedan,4,5,19999.0,1.5,5.8,100.0
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,110047.0,Red / -,"Wollongong, NSW",4 cyl,SUV,4,5,29990.0,1.2,5.6,100.0
Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,AWD,Diesel,164189.0,Silver / Black,"Cabramatta, NSW",4 cyl,SUV,4,7,16990.0,2.2,7.4,100.0
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,Front,Unleaded,106722.0,White / -,"Smithfield, NSW",4 cyl,Hatchback,5,5,10800.0,1.8,7.4,100.0
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,Front,Diesel,72650.0,White / Grey,"Blacktown, NSW",4 cyl,SUV,4,7,39880.0,2.5,8.1,100.0
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,Front,Unleaded,123624.0,Silver / -,"Camden, NSW",4 cyl,Sedan,4,5,14995.0,1.8,7.1,100.0
Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,Rear,Premium,155620.0,Silver / Black,"Castle Hill, NSW",6 cyl,Sedan,4,5,27990.0,3.5,9.7,100.0
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,Front,Unleaded,53426.0,White / Black Cloth,"Wollongong, NSW",4 cyl,Hatchback,5,5,22990.0,1.5,4.9,100.0
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,Front,Unleaded,114727.0,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,14995.0,1.8,7.7,100.0
Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,AWD,Unleaded,98983.0,Grey / Black,"Blacktown, NSW",6 cyl,SUV,4,7,39280.0,3.5,10.6,100.0
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,Front,Premium,160523.0,Silver / Grey,"Leichhardt, NSW",4 cyl,Hatchback,3,5,10990.0,2.5,8.1,100.0
Holden,2015,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,Rear,Premium,96000.0,White / Black Leather,"Castle Hill, NSW",8 cyl,Sedan,4,5,47990.0,2.5,11.8,100.0
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,39397.0,Red / -,"Penrith, NSW",4 cyl,SUV,4,5,23950.0,2.5,7.9,100.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,Front,Unleaded,54368.0,White / -,"Campbelltown, NSW",4 cyl,Hatchback,4,5,26990.0,2.5,7.4,100.0
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,220683.0,Silver / -,"Adamstown, NSW",4 cyl,Hatchback,5,5,7990.0,1.8,7.4,100.0
Mini,2016,Cooper,Exclusive Autohaus,2016 Mini Cooper Cooper S,USED,Manual,Other,Unleaded,79008.0,Black / Leather,"Blacktown, NSW",4 cyl,Hatchback,4,5,28999.0,2.5,7.7,100.0
Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,Front,Unleaded,89140.0,Grey / Black,"Five Dock, NSW",4 cyl,Sedan,4,5,17900.0,2.5,7.8,100.0
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,149974.0,Red / Black,"Lidcombe, NSW",4 cyl,Hatchback,5,5,16990.0,1.8,6.6,100.0
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,44879.0,White / -,"Blacktown, NSW",4 cyl,Hatchback,4,5,26990.0,2.5,7.4,100.0
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,110909.0,White / -,"Cardiff, NSW",5 cyl,Ute / Tray,4,5,34913.0,3.2,9.2,100.0
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,109519.0,White / Black,"Castle Hill, NSW",4 cyl,Hatchback,5,5,19990.0,1.8,6.6,100.0
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,Rear,Unleaded,19372.0,Grey / Red,"Carlton, NSW",6 cyl,Sedan,4,5,55888.0,3.3,10.2,100.0
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,AWD,Unleaded,155198.0,Silver / -,"Granville, NSW",4 cyl,SUV,4,5,24950.0,2.5,8.5,100.0
Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,Front,Unleaded,111323.0,Green / -,"Kirrawee, NSW",4 cyl,Hatchback,5,5,12800.0,1.3,6.6,100.0
BMW,2017,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,Rear,Premium,79882.0,Grey / Beige,"Blacktown, NSW",4 cyl,Hatchback,5,5,41280.0,2.5,5.8,100.0
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,Front,Premium,155839.0,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback,5,5,13990.0,2.5,8.1,100.0
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Unleaded,66805.0,Grey / -,"Blacktown, NSW",4 cyl,SUV,4,5,33898.0,2.5,7.3,100.0
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,227646.0,Silver / -,"Cardiff, NSW",6 cyl,SUV,4,5,8913.0,2.7,8.2,100.0
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,Front,Unleaded,88465.0,Silver / -,"Pennant Hills, NSW",4 cyl,Hatchback,5,5,14888.0,1.4,6.3,100.0
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,Rear,Unleaded,237426.0,Blue / -,"Minchinbury, NSW",6 cyl,Sedan,4,5,15995.0,3.6,9.5,100.0
Toyota,1999,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,4WD,Diesel,41750.0,Red / Grey,"Lidcombe, NSW",6 cyl,Ute / Tray,2,3,48999.0,4.2,0.0,100.0
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,130970.0,Red / Black,"East Maitland, NSW",4 cyl,Hatchback,5,5,23990.0,1.8,6.1,100.0
Honda,2016,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,35612.0,Silver / Black,"Liverpool, NSW",4 cyl,Sedan,4,5,24888.0,1.5,6.0,100.0
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,Front,Premium,148265.0,Brown / Grey,"Leichhardt, NSW",4 cyl,Hatchback,5,5,13999.0,1.8,6.7,100.0
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,Front,Unleaded,83494.0,Black / Leather,"Minto, NSW",4 cyl,Hatchback,4,5,27950.0,1.6,7.1,100.0
Mazda,2012,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,Front,Unleaded,85492.0,Silver / -,"Lidcombe, NSW",4 cyl,Hatchback,5,5,13990.0,1.5,6.8,100.0
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,AWD,Premium,126408.0,Grey / Black,"Cardiff, NSW",4 cyl,SUV,4,5,19999.0,2.5,8.8,100.0
Renault,2017,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,Front,Diesel,173156.0,White / -,"Granville, NSW",4 cyl,Commercial,4,3,22950.0,1.6,6.2,100.0
Peugeot,2013,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,Front,Premium,78783.0,Grey / Black,"Granville, NSW",4 cyl,Hatchback,3,5,14990.0,1.6,5.9,100.0
Land,2020,Rover,SUV,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,AWD,Premium,26227.0,Black / -,"Rozelle, NSW",4 cyl,SUV,4,5,69800.0,2.5,8.1,100.0
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI,USED,Automatic,Front,Unleaded,101821.0,Black / -,"Minchinbury, NSW",4 cyl,SUV,4,5,20995.0,1.8,6.6,100.0
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,221872.0,White / -,"Cardiff, NSW",4 cyl,Ute / Tray,4,5,14413.0,2.5,8.1,100.0
Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,90691.0,White / -,"Liverpool, NSW",4 cyl,Sedan,4,5,14776.0,1.8,6.7,100.0
Mazda,2018,6,Sedan,2018 Mazda 6 Touring (5YR),USED,Automatic,Front,Unleaded,24305.0,Blue / -,"Arncliffe, NSW",4 cyl,Sedan,4,5,29990.0,2.5,7.0,100.0
Audi,2007,A4,Sedan,2007 Audi A4 2.0 Tfsi,USED,Automatic,Front,Premium,168901.0,Silver / Black,"Petersham, NSW",4 cyl,Sedan,4,5,7950.0,2.5,8.3,100.0
Honda,2005,Accord,Sedan,2005 Honda Accord VTI,USED,Automatic,Front,Unleaded,167562.0,Gold / -,"Lansvale, NSW",4 cyl,Sedan,4,5,7949.0,2.4,9.3,100.0
Audi,2016,SQ5,SUV,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,AWD,Diesel,152995.0,Grey / -,"Five Dock, NSW",6 cyl,SUV,5,5,29999.0,2.5,6.8,100.0
Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,236946.0,Silver / Cloth,"Kirrawee, NSW",4 cyl,Sedan,4,5,8880.0,1.8,7.4,100.0
Holden,2011,Commodore,Wagon,2011 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,183580.0,Silver / -,"Adamstown, NSW",6 cyl,Wagon,4,5,12990.0,3.6,9.8,100.0
Mercedes-Benz,2005,CLK-Class,Mr Car,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,USED,Automatic,Other,Unleaded,180499.0,Black / -,"Rouse Hill, NSW",4 cyl,Coupe,4,5,9999.0,2.5,7.7,100.0
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,Front,Diesel,124882.0,Red / Black,"Liverpool, NSW",4 cyl,SUV,4,5,19888.0,1.6,5.3,100.0
Mazda,2005,6,Sedan,2005 Mazda 6 Classic,USED,Automatic,Front,Premium,247519.0,Gold / -,"Minto, NSW",4 cyl,Sedan,4,5,5950.0,2.3,8.9,100.0
